22590,KRAMFORS (SWE-AFB),3,63.05,17.767,19,Europe/Stockholm
22600,VASTMARKUM,3,63.133,18.25,143,Europe/Stockholm
22610,LYCKSELE,3,64.55,18.717,211,Europe/Stockholm
22640,FREDRIKA,3,64.083,18.417,300,Europe/Stockholm
22650,HEMLING,3,63.65,18.55,183,Europe/Stockholm
22670,ORNSKOLDSVIK ARPT,3,63.4,18.967,103,Europe/Stockholm
22690,SKAGSUDDE,3,63.183,19.017,11,Europe/Stockholm
22710,NORSJO,3,64.933,19.383,310,Europe/Stockholm
22740,VINDELN,3,64.217,19.717,206,Europe/Stockholm
22760,NORDMALING,3,63.567,19.5,5,Europe/Stockholm
22780,SKAGSUDDE (LGT-H),3,63.183,19.017,13,Europe/Stockholm
22820,PETISTRASK,3,64.566,19.7,258,Europe/Stockholm
22840,JARNASKLUBB,3,63.433,19.683,7,Europe/Stockholm
22860,UMEA,3,63.8,20.283,8,Europe/Stockholm
22861,SODERHAMN,3,61.25,17.1,28,Europe/Stockholm
22870,HOLMON,3,63.817,20.867,8,Europe/Stockholm
22880,HOLMOGADD,3,63.6,20.75,6,Europe/Stockholm
22930,SKELLEFTEA,3,64.599,21.067,44,Europe/Stockholm
22960,BJUROKLUBB (LGT-H),3,64.483,21.583,36,Europe/Stockholm
22970,BJUROKLUBB,3,64.483,21.583,43,Europe/Stockholm
22980,SVARTEBORG,3,58.567,11.55,70,Europe/Stockholm
23050,NASHUVUD,3,58.9,13.25,50,Europe/Stockholm
23060,RORBACKSNAS,3,61.133,12.817,459,Europe/Stockholm
23160,SARNA,3,61.7,13.183,425,Europe/Stockholm
23170,DRAVAGEN,3,62.1,13.617,566,Europe/Stockholm
23190,BORTNAN,3,62.75,13.85,467,Europe/Stockholm
23210,ALVDALEN,3,61.25,14.033,253,Europe/Stockholm
23240,SVEG,3,62.017,14.367,363,Europe/Stockholm
23290,HAMRA,3,61.667,15,455,Europe/Stockholm
23310,HUNGE,3,62.75,15.083,343,Europe/Stockholm
23330,LJUNGBY,3,56.833,13.917,155,Europe/Stockholm
23360,EDSBYN,3,61.383,15.833,163,Europe/Stockholm
23370,NORRHOG,3,62.283,15.667,320,Europe/Stockholm
23380,EDSBYN,3,61.367,15.717,185,Europe/Stockholm
23430,TORPSHAMMAR,3,62.5,16.283,100,Europe/Stockholm
23470,DELSBO,3,61.833,16.55,72,Europe/Stockholm
23550,KUGGOREN,3,61.7,17.533,10,Europe/Stockholm
23660,TIMRA/MIDLANDA,3,62.517,17.45,8,Europe/Stockholm
23680,BRAMON,3,62.217,17.75,18,Europe/Stockholm
23760,SODERHAMN (SWE-AFB),3,61.267,17.1,36,Europe/Stockholm
23780,SODERHAMN FLYGPLATS,3,61.45,17.167,27,Europe/Stockholm
23820,LUNGO,3,62.65,18.1,18,Europe/Stockholm
24000,OSTMARK,3,60.35,12.65,310,Europe/Stockholm
24030,NAVEN,3,58.7,13.117,53,Europe/Stockholm
24040,ARVIKA,3,59.667,12.583,75,Europe/Stockholm
24060,BLOMSKOG,3,59.283,12.05,110,Europe/Stockholm
24080,BLOMSKOG,3,59.217,12.083,171,Europe/Stockholm
24090,AMAL,3,59.05,12.7,60,Europe/Stockholm
24100,MALUNG,3,60.683,13.717,308,Europe/Stockholm
24110,ARVIKA,3,59.667,12.633,67,Europe/Stockholm
24150,KARLSTAD SOL,3,59.367,13.467,46,Europe/Stockholm
24180,KARLSTAD FLYGPLATS,3,59.45,13.467,100,Europe/Stockholm
24230,SUNNE,3,59.867,13.117,109,Europe/Stockholm
24240,STALLDALEN,3,59.95,14.95,210,Europe/Stockholm
24260,GUSTAVSFORS,3,60.15,13.8,188,Europe/Stockholm
24283,OREBRO,3,59.217,15.033,59,Europe/Stockholm
24290,DAGLOSEN,3,59.667,14.183,133,Europe/Stockholm
24320,OREBRO,3,59.233,15.05,55,Europe/Stockholm
24350,BORLANGE,3,60.433,15.517,150,Europe/Stockholm
24360,OREBRO/EKEBY (DEAD),3,59.267,15.333,33,Europe/Stockholm
24400,AMOT,3,60.967,16.433,162,Europe/Stockholm
24410,MORA,3,60.967,14.5,197,Europe/Stockholm
24440,FOLKARNA,3,60.167,16.317,80,Europe/Stockholm
24460,VASTERAS/HASSLO AFB,3,59.583,16.633,31,Europe/Stockholm
24500,EGGEGRUND,3,60.733,17.567,4,Europe/Stockholm
24520,KILSBERGEN-SUTTARBOD,3,59.3,14.9,219,Europe/Stockholm
24530,GAVLE,3,60.717,17.167,16,Europe/Stockholm
24560,FILM,3,60.233,17.9,35,Europe/Stockholm
24580,UPPSALA,3,59.9,17.6,21,Europe/Stockholm
24600,STOCKHOLM/ARLANDA,3,59.65,17.95,61,Europe/Stockholm
24640,STOCKHOLM/BROMMA,3,59.367,17.9,14,Europe/Stockholm
24680,STORA SPANSBERGET,3,60.383,15.133,493,Europe/Stockholm
24690,TULLINGE,3,59.183,17.917,45,Europe/Stockholm
24740,SINGO ISLAND,3,60.167,18.75,14,Europe/Stockholm
24760,FLODA,3,59.05,16.4,33,Europe/Stockholm
24810,SALA,3,59.917,16.683,58,Europe/Stockholm
24820,KERSTINBO,3,60.267,16.983,57,Europe/Stockholm
24853,SKAVSTA,3,58.783,16.9,44,Europe/Stockholm
24860,ADELSO,3,59.367,17.517,6,Europe/Stockholm
24880,ORSKAR,3,60.533,18.383,9,Europe/Stockholm
24900,SVANBERGA,3,59.833,18.633,16,Europe/Stockholm
24960,SVENSKA HOGARNA,3,59.45,19.5,12,Europe/Stockholm
25000,NORDKOSTER,3,58.9,11,35,Europe/Stockholm
25050,MASESKAR,3,58.1,11.333,16,Europe/Stockholm
25080,MASESKAR (LGT-H),3,58.1,11.35,14,Europe/Stockholm
25103,TROLLHATTAN VANERSB,3,58.317,12.333,43,Europe/Stockholm
25105,DATSAV3 VIRT STATION (SINGAPORE),4,1.383,103.717,0,Asia/Singapore
25120,GOTEBORG/SAVE,3,57.783,11.883,16,Europe/Stockholm
25130,GOTEBORG,3,57.717,12,2,Europe/Stockholm
25160,VINGA,3,57.633,11.617,19,Europe/Stockholm
25180,NIDINGEN,3,57.3,11.9,2,Europe/Stockholm
25200,SATENAS,3,58.433,12.717,54,Europe/Stockholm
25230,TROLLHATTAN/VANERS,3,58.317,12.333,43,Europe/Stockholm
25240,MOLLA,3,57.933,13.067,190,Europe/Stockholm
25260,GOTEBORG/LANDVETTER,3,57.667,12.3,169,Europe/Stockholm
25300,NASHUVUD,3,58.9,13.25,50,Europe/Stockholm
25350,SKOVDE AIRPORT,3,58.45,13.967,105,Europe/Stockholm
25360,RANGEDALA,3,57.783,13.167,299,Europe/Stockholm
25410,SNAVLUNDA,3,58.967,14.9,144,Europe/Stockholm
25420,HALLUM,3,58.317,13.033,71,Europe/Stockholm
25440,KARLSBORG(SAFB),3,58.517,14.533,102,Europe/Stockholm
25480,VISINGSO,3,58.1,14.417,95,Europe/Stockholm
25490,TOMTABACKEN,3,57.5,14.467,356,Europe/Stockholm
25500,JONKOPING/AXAMO,3,57.75,14.083,224,Europe/Stockholm
25520,MALEXANDER,3,58.067,15.233,197,Europe/Stockholm
25540,KETTSTAKA,3,58.717,15.033,225,Europe/Stockholm
25550,NASSJO,3,57.65,14.7,305,Europe/Stockholm
25560,HAGSHULT,3,57.3,14.133,169,Europe/Stockholm
25580,KOLMARDEN-STROMSFOR,3,58.683,16.317,155,Europe/Stockholm
25590,GLADHAMMAR,3,57.7,16.467,31,Europe/Stockholm
25620,LINKOPING/MALMSLATT,3,58.4,15.533,93,Europe/Stockholm
25625,SAAB,3,58.4,15.667,54,Europe/Stockholm
25630,HARSTENA,3,58.25,17.017,18,Europe/Stockholm
25635,ANGELHOLM,3,56.3,12.85,20,Europe/Stockholm
25640,MALEXANDER,3,58.067,15.233,200,Europe/Stockholm
25660,MALILLA,3,57.4,15.817,98,Europe/Stockholm
25670,LANDSORT,3,58.75,17.867,20,Europe/Stockholm
25700,NORRKOPING/BRAVALLA,3,58.617,16.117,33,Europe/Stockholm
25710,NORRKOPING/KUNGSANG,3,58.583,16.149,8,Europe/Stockholm
25720,NYKOPING/SKAVST AFB,3,58.783,16.917,42,Europe/Stockholm
25740,NORRKOPING,3,58.583,16.149,35,Europe/Stockholm
25750,OLANDS NORRA UDDE,3,57.367,17.1,4,Europe/Stockholm
25760,GLADHAMMAR,3,57.783,16.6,9,Europe/Stockholm
25820,LANDSORT,3,58.75,17.867,32,Europe/Stockholm
25840,GOTSKA SANDON,3,58.4,19.2,12,Europe/Stockholm
25860,HARSTENA,3,58.25,17.017,7,Europe/Stockholm
25880,FARO ISLAND,3,57.9,19.167,8,Europe/Stockholm
25890,GOTSKA SANDON,3,58.4,19.2,17,Europe/Stockholm
25900,VISBY,3,57.667,18.35,47,Europe/Stockholm
25920,OLANDS NORRA UDDE,3,57.367,17.1,4,Europe/Stockholm
26040,HALMSTAD (SWE-AFB),3,56.683,12.833,30,Europe/Stockholm
26050,HALLANDS VADERO,3,56.45,12.55,10,Europe/Stockholm
26060,KULLEN (LGT-H),3,56.3,12.45,72,Europe/Stockholm
26070,ANGELHOLM,3,56.3,12.85,19,Europe/Stockholm
26110,HELSINGBORG,3,56.033,12.767,44,Europe/Stockholm
26160,FALSTERBO,3,55.383,12.817,5,Europe/Stockholm
26200,TORUP,3,56.967,13.067,87,Europe/Stockholm
26220,LJUNGBY,3,56.85,13.883,148,Europe/Stockholm
26230,HORBY,3,55.867,13.667,114,Europe/Stockholm
26250,SKILLINGE,3,55.483,14.317,5,Europe/Stockholm
26260,OSBY,3,56.367,13.95,85,Europe/Stockholm
26280,HANO,3,56.017,14.85,60,Europe/Stockholm
26300,LJUNGBYHED(SWE-AFB),3,56.083,13.233,52,Europe/Stockholm
26350,MALMO,3,55.567,13.067,21,Europe/Stockholm
26360,MALMO/STURUP,3,55.55,13.367,106,Europe/Stockholm
26380,SMYGEHUK (LGT-H),3,55.333,13.35,5,Europe/Stockholm
26390,YSTAD,3,55.433,13.833,34,Europe/Stockholm
26400,VAXJO/URASA(SAFB),3,56.867,14.8,166,Europe/Stockholm
26410,VAXJO/KRONOBERG,3,56.933,14.733,186,Europe/Stockholm
26440,OLANDS SODRA UDDE,3,56.2,16.4,3,Europe/Stockholm
26480,VAXJO,3,56.85,14.833,200,Europe/Stockholm
26500,HANO ISLAND (LGT-H),3,56.017,14.85,55,Europe/Stockholm
26510,KRISTIANSTAD/EVEROD,3,55.917,14.083,23,Europe/Stockholm
26610,KOSTA,3,56.85,15.45,230,Europe/Stockholm
26640,RONNEBY/KALLINGE,3,56.267,15.267,58,Europe/Stockholm
26660,UNGSKAR,3,56.033,15.8,3,Europe/Stockholm
26700,KALMAR,3,56.683,16.3,4,Europe/Stockholm
26720,KALMAR,3,56.733,16.3,16,Europe/Stockholm
26800,HOBURG,3,56.917,18.15,39,Europe/Stockholm
27550,YLIVIESKA AIRPORT,5,64.033,24.717,76,Europe/Helsinki
27900,KUMLINGE KK,5,60.25,20.75,23,Europe/Mariehamn
28010,KILPISJARVI,5,69.05,20.783,476,Europe/Helsinki
28050,KEVO,5,69.75,27.033,101,Europe/Helsinki
28070,IVALO,5,68.617,27.417,148,Europe/Helsinki
28075,ENONTEKIO,5,68.35,23.417,314,Europe/Helsinki
28230,MUONIO,5,67.967,23.683,253,Europe/Helsinki
28234,KITTILA,5,67.7,24.833,201,Europe/Helsinki
28360,SODANKYLA,5,67.367,26.65,179,Europe/Helsinki
28440,PELLO,5,66.8,24,84,Europe/Helsinki
28450,ROVANIEMI,5,66.567,25.833,201,Europe/Helsinki
28480,SALLA,5,66.817,28.667,223,Europe/Helsinki
28490,SALLA KK,5,66.833,28.683,222,Europe/Helsinki
28640,KEMI,5,65.783,24.583,15,Europe/Helsinki
28650,KUIVANIEMI,5,65.517,25.267,5,Europe/Helsinki
28660,PUDASJARVI,5,65.4,26.967,123,Europe/Helsinki
28670,PUDASJARVI,5,65.367,27.017,117,Europe/Helsinki
28690,KUUSAMO,5,65.967,29.183,263,Europe/Helsinki
28730,MARJANIEM,5,65.033,24.567,8,Europe/Helsinki
28740,HAILUOTO,5,65.033,24.733,7,Europe/Helsinki
28750,OULU,5,64.933,25.367,15,Europe/Helsinki
28790,SUOMUSSALMI,5,64.9,29.017,224,Europe/Helsinki
28970,KAJAANI,5,64.283,27.683,136,Europe/Helsinki
29010,MASSKAR,5,63.733,22.583,13,Europe/Helsinki
