24240,STALLDALEN,3,59.95,14.95,210,2
24260,GUSTAVSFORS,3,60.15,13.8,188,2
24283,OREBRO,3,59.217,15.033,59,2
24290,DAGLOSEN,3,59.667,14.183,133,2
24320,OREBRO,3,59.233,15.05,55,2
24350,BORLANGE,3,60.433,15.517,150,2
24360,OREBRO/EKEBY (DEAD),3,59.267,15.333,33,2
24400,AMOT,3,60.967,16.433,162,2
24410,MORA,3,60.967,14.5,197,2
24440,FOLKARNA,3,60.167,16.317,80,2
24460,VASTERAS/HASSLO AFB,3,59.583,16.633,31,2
24500,EGGEGRUND,3,60.733,17.567,4,2
24520,KILSBERGEN-SUTTARBOD,3,59.3,14.9,219,2
24530,GAVLE,3,60.717,17.167,16,2
24560,FILM,3,60.233,17.9,35,2
24580,UPPSALA,3,59.9,17.6,21,2
24600,STOCKHOLM/ARLANDA,3,59.65,17.95,61,2
24640,STOCKHOLM/BROMMA,3,59.367,17.9,14,2
24680,STORA SPANSBERGET,3,60.383,15.133,493,2
24690,TULLINGE,3,59.183,17.917,45,2
24740,SINGO ISLAND,3,60.167,18.75,14,2
24760,FLODA,3,59.05,16.4,33,2
24810,SALA,3,59.917,16.683,58,2
24820,KERSTINBO,3,60.267,16.983,57,2
24853,SKAVSTA,3,58.783,16.9,44,2
24860,ADELSO,3,59.367,17.517,6,2
24880,ORSKAR,3,60.533,18.383,9,2
24900,SVANBERGA,3,59.833,18.633,16,2
24960,SVENSKA HOGARNA,3,59.45,19.5,12,2
25000,NORDKOSTER,3,58.9,11,35,2
25050,MASESKAR,3,58.1,11.333,16,2
25080,MASESKAR (LGT-H),3,58.1,11.35,14,2
25103,TROLLHATTAN VANERSB,3,58.317,12.333,43,2
25105,DATSAV3 VIRT STATION (SINGAPORE),4,1.383,103.717,0,4
25120,GOTEBORG/SAVE,3,57.783,11.883,16,2
25130,GOTEBORG,3,57.717,12,2,2
25160,VINGA,3,57.633,11.617,19,2
25180,NIDINGEN,3,57.3,11.9,2,2
25200,SATENAS,3,58.433,12.717,54,2
25230,TROLLHATTAN/VANERS,3,58.317,12.333,43,2
25240,MOLLA,3,57.933,13.067,190,2
25260,GOTEBORG/LANDVETTER,3,57.667,12.3,169,2
25300,NASHUVUD,3,58.9,13.25,50,2
25350,SKOVDE AIRPORT,3,58.45,13.967,105,2
25360,RANGEDALA,3,57.783,13.167,299,2
25410,SNAVLUNDA,3,58.967,14.9,144,2
25420,HALLUM,3,58.317,13.033,71,2
25440,KARLSBORG(SAFB),3,58.517,14.533,102,2
25480,VISINGSO,3,58.1,14.417,95,2
25490,TOMTABACKEN,3,57.5,14.467,356,2
25500,JONKOPING/AXAMO,3,57.75,14.083,224,2
25520,MALEXANDER,3,58.067,15.233,197,2
25540,KETTSTAKA,3,58.717,15.033,225,2
25550,NASSJO,3,57.65,14.7,305,2
25560,HAGSHULT,3,57.3,14.133,169,2
25580,KOLMARDEN-STROMSFOR,3,58.683,16.317,155,2
25590,GLADHAMMAR,3,57.7,16.467,31,2
25620,LINKOPING/MALMSLATT,3,58.4,15.533,93,2
25625,SAAB,3,58.4,15.667,54,2
25630,HARSTENA,3,58.25,17.017,18,2
25635,ANGELHOLM,3,56.3,12.85,20,2
25640,MALEXANDER,3,58.067,15.233,200,2
25660,MALILLA,3,57.4,15.817,98,2
25670,LANDSORT,3,58.75,17.867,20,2
25700,NORRKOPING/BRAVALLA,3,58.617,16.117,33,2
25710,NORRKOPING/KUNGSANG,3,58.583,16.149,8,2
25720,NYKOPING/SKAVST AFB,3,58.783,16.917,42,2
25740,NORRKOPING,3,58.583,16.149,35,2
25750,OLANDS NORRA UDDE,3,57.367,17.1,4,2
25760,GLADHAMMAR,3,57.783,16.6,9,2
25820,LANDSORT,3,58.75,17.867,32,2
25840,GOTSKA SANDON,3,58.4,19.2,12,2
25860,HARSTENA,3,58.25,17.017,7,2
25880,FARO ISLAND,3,57.9,19.167,8,2
25890,GOTSKA SANDON,3,58.4,19.2,17,2
25900,VISBY,3,57.667,18.35,47,2
25920,OLANDS NORRA UDDE,3,57.367,17.1,4,2
26040,HALMSTAD (SWE-AFB),3,56.683,12.833,30,2
26050,HALLANDS VADERO,3,56.45,12.55,10,2
26060,KULLEN (LGT-H),3,56.3,12.45,72,2
26070,ANGELHOLM,3,56.3,12.85,19,2
26110,HELSINGBORG,3,56.033,12.767,44,2
26160,FALSTERBO,3,55.383,12.817,5,2
26200,TORUP,3,56.967,13.067,87,2
26220,LJUNGBY,3,56.85,13.883,148,2
26230,HORBY,3,55.867,13.667,114,2
26250,SKILLINGE,3,55.483,14.317,5,2
26260,OSBY,3,56.367,13.95,85,2
26280,HANO,3,56.017,14.85,60,2
26300,LJUNGBYHED(SWE-AFB),3,56.083,13.233,52,2
26350,MALMO,3,55.567,13.067,21,2
26360,MALMO/STURUP,3,55.55,13.367,106,2
26380,SMYGEHUK (LGT-H),3,55.333,13.35,5,2
26390,YSTAD,3,55.433,13.833,34,2
26400,VAXJO/URASA(SAFB),3,56.867,14.8,166,2
26410,VAXJO/KRONOBERG,3,56.933,14.733,186,2
26440,OLANDS SODRA UDDE,3,56.2,16.4,3,2
26480,VAXJO,3,56.85,14.833,200,2
26500,HANO ISLAND (LGT-H),3,56.017,14.85,55,2
26510,KRISTIANSTAD/EVEROD,3,55.917,14.083,23,2
26610,KOSTA,3,56.85,15.45,230,2
26640,RONNEBY/KALLINGE,3,56.267,15.267,58,2
26660,UNGSKAR,3,56.033,15.8,3,2
26700,KALMAR,3,56.683,16.3,4,2
26720,KALMAR,3,56.733,16.3,16,2
26800,HOBURG,3,56.917,18.15,39,2
27550,YLIVIESKA AIRPORT,5,64.033,24.717,76,3
27900,KUMLINGE KK,5,60.25,20.75,23,5
28010,KILPISJARVI,5,69.05,20.783,476,3
28050,KEVO,5,69.75,27.033,101,3
28070,IVALO,5,68.617,27.417,148,3
28075,ENONTEKIO,5,68.35,23.417,314,3
28230,MUONIO,5,67.967,23.683,253,3
28234,KITTILA,5,67.7,24.833,201,3
28360,SODANKYLA,5,67.367,26.65,179,3
28440,PELLO,5,66.8,24,84,3
28450,ROVANIEMI,5,66.567,25.833,201,3
28480,SALLA,5,66.817,28.667,223,3
28490,SALLA KK,5,66.833,28.683,222,3
28640,KEMI,5,65.783,24.583,15,3
28650,KUIVANIEMI,5,65.517,25.267,5,3
28660,PUDASJARVI,5,65.4,26.967,123,3
28670,PUDASJARVI,5,65.367,27.017,117,3
28690,KUUSAMO,5,65.967,29.183,263,3
28730,MARJANIEM,5,65.033,24.567,8,3
28740,HAILUOTO,5,65.033,24.733,7,3
28750,OULU,5,64.933,25.367,15,3
28790,SUOMUSSALMI,5,64.9,29.017,224,3
28970,KAJAANI,5,64.283,27.683,136,3
29010,MASSKAR,5,63.733,22.583,13,3
29030,KRUUNUPYY,5,63.717,23.15,25,3
29050,NIVALA,5,63.917,24.967,81,3
29100,VALASSAARET,5,63.433,21.067,8,3
29110,VAASA AIRPORT,5,63.05,21.767,8,3
29130,KAUHAVA,5,63.1,23.033,44,3
29135,KRUUNUPYY,5,63.717,23.133,26,3
29150,VIITASAARI,5,63.083,25.867,132,3
29170,KUOPIO,5,63.017,27.8,102,3
29190,ILOMANTSI,5,62.683,30.95,165,3
29210,MOIKIPAA,5,62.883,21.1,13,3
29240,AHTARI,5,62.533,24.017,161,3
29290,JOENSUU,5,62.667,29.633,117,3
29350,JYVASKYLA,5,62.4,25.683,145,3
29390,ILOMANTSI MEKRIJARV,5,62.767,30.967,157,3
29420,NIINISALO,5,61.85,22.467,136,3
29430,TAMPERE/HARMALA,5,61.45,23.75,92,3
29440,TAMPERE/PIRKKALA,5,61.417,23.583,112,3
29450,HALLI,5,61.85,24.8,145,3
29470,MIKKELI,5,61.733,27.3,138,3
29480,SAVONLINNA,5,61.95,28.95,95,3
29490,PUNKAHARJU,5,61.8,29.317,88,3
29520,PORI,5,61.467,21.8,17,3
29530,HAMEENLINNA,5,60.983,24.45,92,3
